,10559781143000,"-2,0207061768","1,8291701078","8,9878330231"
,10559850957000,"-1,5322891474","1,9584569931","9,1578216553"
,10559921857000,"-1,1563994884","2,3678655624","9,31823349"
,10559992235000,"-0,6296750307","2,2242133617","8,9447374344"
,10560060938000,"-0,2537854016","3,7924153805","9,2009162903"
,10560133098000,"0,6440402865","4,5178585052","8,8154506683"
,10560202272000,"0,3447650671","5,2887916565","8,5233573914"
,10560272263000,"-0,3495534658","6,0022640228","8,6765861511"
,10560342277000,"-0,7182605267","4,994304657","8,3078804016"
,10560412293000,"-1,9967643023","3,754108429","8,4994163513"
,10560482295000,"-1,2018892765","2,5665841103","8,4012537003"
,10560552278000,"-0,7757213712","1,5059528351","8,9854383469"
,10560620887000,"-0,3399766684","0,6200982332","9,3565397263"
,10560693113000,"-0,1029506773","0,5075707436","9,3469629288"
,10560762272000,"-0,8762778044","-0,4046200812","9,5361051559"
,10560832260000,"-0,6655880213","-0,6703764796","9,2272529602"
,10560902172000,"-1,2617442608","-0,9289502501","9,801861763"
,10560972093000,"-1,3862427473","-1,0606312752","9,9479084015"
,10561042305000,"-0,787692368","-0,6679822803","9,988609314"
,10561112247000,"-1,058237195","-0,6871358752","10,0532531738"
,10561181372000,"-0,5123591423","-0,6368576288","9,5337104797"
,10561252585000,"-0,2082955539","-0,5363011956","9,4714612961"
,10561322285000,"-0,337582469","-0,4189853072","9,2607717514"
,10561392252000,"0,045489829","-0,2729389966","9,212887764"
,10561462135000,"-0,1867477298","-0,2825158238","9,2464065552"
,10561532273000,"-0,1173158884","-0,181959331","9,4116067886"
,10561602258000,"-0,0981622785","-0,1891419291","9,6797580719"
,10561672272000,"-0,1316810995","-0,1987187415","9,6103258133"
,10561741000000,"-0,074220255","-0,1508347094","9,5983543396"
,10561813102000,"-0,1388636976","-0,1675941199","9,5217399597"
,10561882255000,"-0,0933738649","-0,1268926859","9,5504703522"
,10561952067000,"-0,1388636976","-0,1484404951","9,5241346359"
,10562022235000,"-0,141257897","-0,1580173075","9,5480766296"
,10562092255000,"-0,1436520964","-0,1340752989","9,5384998322"
,10562162263000,"-0,1149216816","-0,1388636976","9,5313167572"
,10562232260000,"-0,0790086538","-0,141257897","9,5863838196"
,10562300887000,"-0,1388636976","-0,1340752989","9,5600471497"
,10562373095000,"-0,1244984865","-0,1316810846","9,5744132996"
,10562442092000,"-0,1651999205","-0,181959331","9,5193462372"
,10562512303000,"-0,1364694983","-0,1604115069","9,3589344025"
,10562582272000,"-0,0598550439","-0,1795651317","9,2344360352"
,10562652258000,"-0,0023941994","-0,1891419291","9,2607727051"
,10562722255000,"0,0694318488","-0,1699883193","9,2535896301"
,10562792260000,"0,0646434501","-0,2011129409","9,3254165649"
,10562860893000,"0,0550666414","-0,1532289088","9,4762506485"
,10562932127000,"-0,0407014266","-0,2106897533","9,4906158447"
,10563002330000,"-0,134075284","-0,1843535304","9,5552597046"
,10563072278000,"-0,134075284","-0,1340752989","9,5624418259"
,10563142262000,"-0,1771709323","-0,2178723514","9,5935668945"
,10563212150000,"-0,1580173075","-0,1316810846","9,5289230347"
,10563282270000,"-0,1101332754","-0,1699883044","9,5241346359"
,10563352253000,"-0,1651999056","-0,1867477298","9,5648365021"
,10563420900000,"-0,1460462958","-0,1388636976","9,5528650284"
,10563492290000,"-0,14844051","-0,1723825336","9,5863838196"
,10563562268000,"-0,1244984865","-0,1580173075","9,6103258133"
,10563632257000,"-0,1197100803","-0,167594105","9,6055374146"
,10563702197000,"-0,134075284","-0,1699883044","9,6007490158"
,10563770882000,"-0,1628057063","-0,174776718","9,5480766296"
,10563840963000,"-0,215478152","-0,1651999205","9,5432882309"
,10563912137000,"-0,1843535304","-0,1508347094","9,5384998322"
,10563982075000,"-0,1675941199","-0,1532289088","9,485827446"
,10564052032000,"-0,1221042871","-0,134075284","9,5361061096"
,10564122127000,"-0,1651999056","-0,1221042797","9,653421402"
,10564192135000,"-0,2059013397","-0,1436520964","9,6055374146"
,10564262125000,"-0,2226607502","-0,1268926859","9,5959606171"
,10564332122000,"-0,2370259613","-0,1436520964","9,6007490158"
,10564402133000,"-0,1604115069","-0,1532289088","9,4307613373"
,10564472012000,"-0,141257897","-0,1460463107","9,4906158447"
,10564542028000,"-0,1340752989","-0,1604115218","9,5337114334"
,10564612173000,"-0,1556231081","-0,1580173075","9,4977989197"
,10564682145000,"-0,1795651317","-0,1556231081","9,4906158447"
,10564752127000,"-0,1747767329","-0,1604115069","9,4714622498"
,10564822313000,"-0,1580173075","-0,1532289088","9,4570970535"
,10564892057000,"-0,1436520964","-0,141257897","9,4977989197"
,10564962075000,"-0,107739076","-0,1651999354","9,5384998322"
,10565032288000,"-0,1125274748","-0,1580173075","9,5672302246"
,10565101357000,"-0,1197100878","-0,1532289088","9,5959606171"
,10565172602000,"-0,1029506773","-0,1628057063","9,5792007446"
,10565242270000,"-0,1268926859","-0,1268926859","9,5576534271"
,10565312257000,"-0,1244984865","-0,1436520964","9,5361061096"
,10565382272000,"-0,1316810846","-0,1460462958","9,4618854523"
,10565452108000,"-0,134075284","-0,1532289088","9,4714622498"
,10565522282000,"-0,1388636976","-0,1723825186","9,504981041"
,10565592287000,"-0,1364694983","-0,1556231081","9,5193462372"
,10565660915000,"-0,1316810995","-0,1604115218","9,5744132996"
,10565733093000,"-0,1364694983","-0,1580173224","9,5480766296"
,10565802293000,"-0,14844051","-0,1699883342","9,5432882309"
,10565872270000,"-0,1221042871","-0,1771709323","9,5456829071"
,10565942097000,"-0,1005564779","-0,1675941199","9,5384998322"
,10566012322000,"-0,1197100878","-0,1843535304","9,5337114334"
,10566082287000,"-0,0790086538","-0,1508347094","9,5241346359"
,10566152257000,"-0,1460463107","-0,181959331","9,5217399597"
,10566221015000,"-0,1556231081","-0,1843535304","9,5145578384"
,10566293112000,"-0,1268926859","-0,1628057063","9,5361061096"
,10566362287000,"-0,167594105","-0,1987187266","9,5361061096"
,10566432458000,"-0,1221042871","-0,1388636976","9,5384998322"
,10566502282000,"-0,1747767329","-0,1699883044","9,5025863647"
,10566572282000,"-0,2346317768","-0,1173158735","9,4690685272"
,10566642253000,"-0,1532289088","-0,1029506698","9,4379434586"
,10566712258000,"-0,1723825336","-0,1101332754","9,4379434586"
,10566782510000,"-0,1268926859","-0,0814028531","9,4307613373"
,10566852570000,"-0,0694318488","-0,1316810846","9,466673851"
,10566922265000,"-0,1556231081","-0,1173158735","9,5193462372"
,10566992282000,"-0,1244984865","-0,1556231081","9,5001926422"
,10567062305000,"-0,1244984865","-0,14844051","9,5672302246"
,10567132248000,"-0,1292868853","-0,1436520964","9,5552597046"
,10567202247000,"-0,1029506698","-0,1580173075","9,5384998322"
,10567272262000,"-0,1316810995","-0,1364694983","9,5528650284"
,10567342110000,"-0,1268926859","-0,1675941199","9,5361061096"
,10567412252000,"-0,124498494","-0,1699883193","9,5504703522"
,10567482130000,"-0,1316810846","-0,1651999205","9,5361061096"
,10567552268000,"-0,1292868853","-0,1723825186","9,504981041"
,10567622268000,"-0,1364694983","-0,1580173075","9,5169525146"
,10567692267000,"-0,1316810846","-0,174776718","9,5169525146"
,10567762033000,"-0,1221042871","-0,174776718","9,5361061096"
,10567832293000,"-0,1149216816","-0,1771709174","9,5887775421"
,10567900903000,"-0,117315881","-0,1580173075","9,583990097"
,10567972073000,"-0,1029506698","-0,1604115069","9,5983543396"
,10568042325000,"0,0071826074","-0,2011129409","9,646238327"
,10568112283000,"-0,0359130278","-0,1891419291","9,6390562057"
,10568182253000,"-0,0430956334","-0,2178723365","9,6438446045"
