Bart,122555881014000,0,9.7384613681,0
Bart,122555891069000,0,9.5979183116,0
Bart,122555900936000,0,9.5204341603,0
Bart,122555910951000,0,9.5703555392,0
Bart,122555921019000,0,9.7232065499,0
Bart,122555931079000,0,9.9639361778,0
Bart,122555940964000,0,10.2161943202,0
Bart,122555950907000,0,10.3422221499,0
Bart,122555961071000,0,10.3051348122,0
Bart,122555972802000,0,10.0951232892,0
Bart,122555981837000,0,9.8460037526,0
Bart,122555991806000,0,9.6408521511,0
Bart,122556003872000,0,9.4746348854,0
Bart,122556012546000,0,9.3733022907,0
Bart,122556022601000,0,9.3224538345,0
Bart,122556032614000,0,9.2831835519,0
Bart,122556042642000,0,9.2963007103,0
Bart,122556052259000,0,9.3394975024,0
Bart,122556062259000,0,9.3577368608,0
Bart,122556070969000,0,9.4352425329,0
Bart,122556081092000,0,9.5759971258,0
Bart,122556091009000,0,9.7330466077,0
Bart,122556100977000,0,9.8723262466,0
Bart,122556111132000,0,9.9021001624,0
Bart,122556121141000,0,9.7864572436,0
Bart,122556130934000,0,9.6011116043,0
Bart,122556140926000,0,9.4454688357,0
Bart,122556153042000,0,9.356466034,0
Bart,122556161824000,0,9.3579246292,0
Bart,122556171836000,0,9.3971451748,0
Bart,122556182566000,0,9.3940394903,0
Bart,122556193914000,0,9.3666818371,0
Bart,122556202364000,0,9.2886614949,0
Bart,122556212946000,0,9.1865270074,0
Bart,122556221304000,0,9.1201994908,0
Bart,122556231094000,0,9.1171132571,0
Bart,122556242339000,0,9.2513964016,0
Bart,122556251417000,0,9.4716714797,0
Bart,122556261416000,0,9.7419609066,0
Bart,122556272732000,0,9.9613416462,0
Bart,122556281826000,0,10.0727322575,0
Bart,122556291821000,0,10.125759441,0
Bart,122556303822000,0,10.1149071404,0
Bart,122556312594000,0,10.0948187802,0
Bart,122556322489000,0,10.0616246289,0
Bart,122556332336000,0,10.0160791664,0
Bart,122556342617000,0,9.9955650986,0
Bart,122556352277000,0,10.040116656,0
Bart,122556362196000,0,10.1176722925,0
Bart,122556370997000,0,10.239609513,0
Bart,122556381174000,0,10.3605975644,0
Bart,122556391021000,0,10.417160412,0
Bart,122556400922000,0,10.3972954895,0
Bart,122556411016000,0,10.2870094304,0
Bart,122556423086000,0,10.0833375855,0
Bart,122556431837000,0,9.8514283974,0
Bart,122556441839000,0,9.6153572034,0
Bart,122556452947000,0,9.4415493191,0
Bart,122556462164000,0,9.3863096892,0
Bart,122556472164000,0,9.3961730736,0
Bart,122556482211000,0,9.5084683352,0
Bart,122556493861000,0,9.6659559538,0
Bart,122556502514000,0,9.7925500058,0
Bart,122556512234000,0,9.943632876,0
Bart,122556522214000,0,10.0407901723,0
Bart,122556532559000,0,10.0961248753,0
Bart,122556542254000,0,10.1239581018,0
Bart,122556552227000,0,10.0914422664,0
Bart,122556562241000,0,10.1013646827,0
Bart,122556573926000,0,10.143863122,0
Bart,122556580977000,0,10.186998538,0
Bart,122556591012000,0,10.2176644038,0
Bart,122556601172000,0,10.1968737128,0
Bart,122556611111000,0,10.1175399699,0
Bart,122556620941000,0,9.9813468455,0
Bart,122556632697000,0,9.8266884274,0
Bart,122556642139000,0,9.6453322623,0
Bart,122556651821000,0,9.4697850948,0
Bart,122556662536000,0,9.3556599893,0
Bart,122556672156000,0,9.3203112197,0
Bart,122556683952000,0,9.3552383705,0
Bart,122556692777000,0,9.4013621823,0
Bart,122556702536000,0,9.3995740082,0
Bart,122556712204000,0,9.3608027061,0
Bart,122556722334000,0,9.2920699876,0
Bart,122556730934000,0,9.2131882624,0
Bart,122556740917000,0,9.1626752456,0
Bart,122556752302000,0,9.0811935189,0
Bart,122556762041000,0,9.0126575043,0
Bart,122556771431000,0,8.9840358476,0
Bart,122556782511000,0,8.9884197244,0
Bart,122556793794000,0,9.0394978064,0
Bart,122556802521000,0,9.0999654171,0
Bart,122556812236000,0,9.1508299232,0
Bart,122556822172000,0,9.2067372519,0
Bart,122556832541000,0,9.2165891248,0
Bart,122556842249000,0,9.2154642715,0
Bart,122556852176000,0,9.1510633372,0
Bart,122556862156000,0,9.0805392354,0
Bart,122556873922000,0,9.0342012881,0
Bart,122556882159000,0,8.9971957225,0
Bart,122556892174000,0,9.0117810277,0
Bart,122556903961000,0,9.0108923823,0
Bart,122556912519000,0,9.0294869942,0
Bart,122556922174000,0,9.0347951583,0
Bart,122556932229000,0,9.0494696698,0
Bart,122556942149000,0,9.0569983244,0
Bart,122556953877000,0,9.0450051089,0
Bart,122556962231000,0,9.0432168291,0
Bart,122556972264000,0,9.0168945386,0
Bart,122556984032000,0,9.0038261098,0
Bart,122556992437000,0,8.9844080568,0
Bart,122557001051000,0,8.9230780235,0
Bart,122557011001000,0,8.8644393678,0
Bart,122557021249000,0,8.8210879944,0
Bart,122557030967000,0,8.8340691684,0
Bart,122557040932000,0,8.9704077423,0
Bart,122557050966000,0,9.1453020206,0
Bart,122557061067000,0,9.3360025705,0
Bart,122557070981000,0,9.5421451177,0
Bart,122557081069000,0,9.7628967188,0
Bart,122557091131000,0,10.0878625399,0
Bart,122557101101000,0,10.455110423,0
Bart,122557111977000,0,10.8690302253,0
Bart,122557121242000,0,11.3800636163,0
Bart,122557131429000,0,11.9654492162,0
Bart,122557142597000,0,12.6744237902,0
Bart,122557151831000,0,13.4041481317,0
Bart,122557161802000,0,13.9318151863,0
Bart,122557173866000,0,14.2111882473,0
Bart,122557182631000,0,14.2355999247,0
Bart,122557192337000,0,14.0673928649,0
Bart,122557202141000,0,13.8978803759,0
Bart,122557211137000,0,13.8201707489,0
Bart,122557220929000,0,13.858177888,0
Bart,122557231932000,0,14.0072524397,0
